Name,Latitude,Longitude
Autohaus Kühnert GmbH & Co. KG,50.58006432046,11.823026440319
BMW AG Niederlassung Hamburg Filiale Bergedorf,53.49175,10.20108
BMW AG Niederlassung Hannover Filiale Süd am EXPOPark,52.318584,9.81746
Gerd Hoyer GmbH,52.969511142173,9.8535764956107
Autohaus Isernhagen e.K. Inh. Kirill Teplitski,52.450583,9.787863
Langenhan Mühlhausen GmbH,51.24068,10.45481
STADAC GmbH & Co. KG,53.67886,10.25124
BMW AG Niederlassung Hannover,52.395975,9.758945
Autohaus Kühnert GmbH & Co. KG,50.65591,11.34334
Autohaus Kellner Erfurt GmbH,50.845675,10.957836
Autohaus Leinetal GmbH,51.69281,9.98761
BMW AG Niederlassung Hamburg Filiale Wandsbek,53.58786,10.09409
Autohaus Leinetal GmbH,51.81365,9.878815
BMW AG Niederlassung Hamburg Filiale City Süd,53.546860175543,10.035998893187
B&K GmbH & Co. KG,53.46947,9.96298
Langenhan GmbH,50.925475,10.714415
Stoltenberg Automobile GmbH & Co. KG,53.661243774338,10.08163306558
Autohaus Hansa Nord GmbH,54.12470811794,10.630256438315
STADAC GmbH & Co. KG,53.32179,9.81151
Autohaus Hansa Nord GmbH,54.291885,10.916795
Autohaus Gerd Hoyer GmbH,52.862115,9.61975
BMW AG Niederlassung Hamburg,53.60019,9.97161
Autohaus Hansa Nord GmbH,53.952325,10.30909
Autohaus Gebrüder  Siekmann Springe GmbH,52.21843,9.57262
ASG Automobilservice Grotewohlt GmbH,53.66625,9.97825
STADAC GmbH & Co. KG,53.66748,9.97443
Cloppenburg GmbH,50.694852,10.929322
BMW AG Niederlassung Göttingen,51.525450341043,9.885180791827
BMW AG Niederlassung Hamburg Filiale Elbvororte,53.571605,9.86571
Autohaus Degner GmbH,50.290169,11.925225
Autohaus Schräpler GmbH,52.31425,9.46527
May & Olde GmbH,53.743699,9.939623
Autohaus Degner GmbH,50.322974,11.6922
May & Olde GmbH,53.644298365057,9.8340675855173
STADAC GmbH & Co. KG,53.463263696638,9.6949332400312
Autohaus Schräpler GmbH,52.42897,9.41299
May & Olde GmbH,53.82752,9.97253
Langenhan Eisenach GmbH,50.979,10.3037
Walter Gülke GmbH & Co. KG,51.655464722836,9.6511092017726
Autohaus Fulda Krah & Enders GmbH,51.190059,10.035083
Autohaus Gebr. Siekmann GmbH,52.09618,9.36847
Autohaus Fischer GmbH,50.18901,11.803141
B&K GmbH & Co. KG,51.830868882368,9.4364650547435
Autohaus Hoyer GmbH,52.64123,9.23544
Autosalon Suhl Zw.NL d. AH Matthes GmbH,50.58768,10.71598
Autohaus Matthes GmbH,50.3470425,11.218137299999
May & Olde GmbH,53.748777,9.688016
Autohaus Becker-Tiemann Schaumburg GmbH & Co. KG,52.32837,9.22186
Cloppenburg GmbH,52.951443,9.234374
Autohaus Heuchert GmbH & Co. KG,54.0896980999,9.9852469999999
Autohaus Nord GmbH,54.10291,9.98526
STADAC GmbH & Co. KG,53.60191,9.49505
Autohaus E. Brinkmann GmbH,53.28064,9.2905
Autohaus Isert GmbH & Co. KG,50.23195,11.35201
Autohaus Matthes GmbH,50.82581,10.161665
Autohaus J.B. Lell GmbH,50.03343,11.9916
Autohaus Becker-Tiemann Minden-Lübbecke GmbH & Co. KG,52.510238213716,9.0632509250441
Autohaus Becker-Tiemann Schaumburg GmbH & Co. KG,52.25996,9.06279
Autohaus Hansa Nord GmbH,54.3336,10.11165
BMW AG Niederlassung Kassel,51.313932529071,9.5171746470101
Autohaus Wormser GmbH Coburg,50.286161,10.980981
Autohaus Herrnleben GmbH,50.111765,11.45193
Walter Hager & Sohn GmbH,49.88562,12.32338
Cloppenburg GmbH,53.01414625,9.02209625
Autohaus Matthes GmbH,50.56164,10.36707
May & Olde GmbH,53.933685023432,9.4857215925365
Autohaus E. Brinkmann GmbH,53.18338,8.98262
Autohaus Hupfeld Inh. Rudi Hupfeld,51.109362453042,9.5602481137929
Autohaus Sperber GmbH & Co. KG,50.13674,11.06211
Autohaus Becker-Tiemann Minden-Lübbecke GmbH & Co. KG,52.26656,8.85072
Bobrink & Co. GmbH,53.080497483057,8.881222989906
Autohaus Becker-Tiemann GmbH & Co. KG,52.03237,8.893515
BMW AG Niederlassung Bremen,53.046399308029,8.8413888058382
Autohaus Krah & Enders GmbH,50.864237306428,9.71714412482
Autohaus Herrnleben GmbH,49.93289,11.56403
Cloppenburg GmbH,52.917868516682,8.8010125776525
B&K GmbH & Co. KG,52.21181,8.81323
B&K GmbH & Co. KG,51.96069,8.841248
Bobrink & Co. GmbH,53.217045,8.780215
B&K GmbH & Co. KG,52.052992266061,8.7557481284877
Autohaus Graser GmbH,49.76492,11.92367
Auto-Müller GmbH,49.929189724128,11.298845161796
May & Olde GmbH,54.32732,9.61945
Autohaus Fulda Krah & Enders GmbH,50.695615,9.750152
B&K GmbH & Co. KG,52.1301975,8.6685525
Autohaus Becker-Tiemann Minden-Lübbecke GmbH & Co. KG,52.32416,8.62687
Cloppenburg GmbH,53.033826,8.656583
Autohaus J. B. Lell GmbH & Co. KG,49.6808822149,12.160164177104
Autohaus Grieb GmbH,49.61907,12.35637
Utzel & Littmann GmbH,51.7300075,8.7636625
Autohaus Becker-Tiemann GmbH & Co. KG,52.20379053339,8.5876110006421
Bobrink & Co. GmbH,53.18162,8.623
Autohaus Becker-Tiemann Bielefeld GmbH & Co. KG,52.0153312,8.617109
B&K GmbH & Co. KG,51.729863364826,8.722343412066
AH Rhein Rhön-Saale Zw.-Nl. der AH Heermann und Rhein GmbH,50.295988,10.192727
Autohaus Backhaus Inh. Christoph Backhaus e.K.,51.12025,9.134231
Autohaus Bernhard Holme GmbH,49.74487,11.53425
Cloppenburg GmbH,52.00267,8.56695
Autohaus Becker-Tiemann Bielefeld GmbH & Co. KG,51.942184859406,8.5851435207919
Autohaus Sperber GmbH & Co. KG,49.895651,10.917762
Albert Bauer Schleswig GmbH,54.53039,9.58281
Autohaus Wahl Mittelhessen GmbH & Co. KG,50.9183015,9.2105564999999
Autohaus Fulda Krah & Enders GmbH,50.531713533092,9.6762973985292
Bobrink GmbH,53.49095,8.594885
Autohaus Walter Kühnl GmbH,50.031046490294,10.52410042324
May & Olde GmbH,54.19868,9.12463
Automobilges. Wahl mbH & Co. KG Zweig-NL. Korbach,51.28305,8.84826
Autohaus Walkenhorst Diepholz GmbH,52.60666,8.3526529345769
Autohaus Hinzmann GmbH,52.12765,8.41481
Bobrink GmbH,53.57168,8.59714
Autohaus Beutler GmbH & Co. KG,52.323404150267,8.3377243890491
Autohaus Lauterbach Kreis GmbH,50.647385,9.412435
Autohaus Walkenhorst Melle GmbH,52.195301,8.343076
Seifert Automobile GmbH,50.184292,10.077863
Bobrink GmbH,53.851415073561,8.7153200322795
Autohaus Walkenhorst Gütersloh GmbH,51.91892,8.4088182225293
Autohaus Menke GmbH Vechta,52.746185290648,8.2828853599176
Kattenstroth Automobile e.K.,51.92384,8.38499
Autohaus Walkenhorst Vechta GmbH,52.730422,8.261343
Autohaus Wormser GmbH Forchheim,49.705347653768,11.066463199406
Autohaus Menke GmbH,52.659339,8.193285
Kayser Autohaus GmbH & Co. KG,53.120365,8.255455
Automobilgesellschaft Wahl mbH & Co. KG,51.405782,8.575258
Autohaus Rhein Schweinfurt Zw.Nl der AH Heermann u. Rhein GmbH,50.0200718,10.2190922
H. Freese GmbH & Co. KG,53.170453904869,8.2298657644392
Automobilges. Wahl mbH & Co. KG Zweig-NL. Frankenberg,51.057406,8.78513
Autohaus Walter Ritzel GmbH & Co. KG,51.670354,8.3650371
Autohaus J. B. Lell GmbH & Co. KG,49.425909,11.874574
Autohaus Fulda Krah & Enders GmbH,50.356445,9.536685
Autohaus Walkenhorst Cloppenburg GmbH,52.8357383,8.0961105
Autohaus E. Funke Inhaber Ralf Funke e.K.,50.81863328498,8.9415201450585
Kattenstroth Automobile e.K.,52.052936922589,8.1548210198909
Albert Bauer Husum GmbH,54.49723,9.08623
Autohaus H. Wormser GmbH,49.69317222391,10.803162125236
Autohaus Menke GmbH,52.840772084987,8.071179955097
Karl Raudzus & Söhne GmbH & Co. KG,54.48563,9.04615
Albert Bauer GmbH,54.771215,9.43522
Autohaus Friedrich GmbH,49.50266466081,11.291826421426
Autohaus Walkenhorst Osnabrück GmbH,52.24736703169,8.0362156250839
Autohaus J. B. Lell e.K.,49.31193,12.10068
Autohaus Fink GmbH & Co. KG,49.573842370086,11.0016629469
Vögl GmbH & Co. Cham KG,49.207322,12.681516
Autohaus Wormser GmbH,49.576560257387,10.882550461911
Procar Automobile Münsterland GmbH,51.957305,8.008465
Autohaus Wahl Mittelhessen GmbH & Co. KG,50.779448599999,8.7611535999999
BMW AG Niederlassung Nürnberg Filiale Nordstadt,49.47381,11.09155
Autohaus Haupt GmbH,50.59687,8.957328
Autohaus H. Freese GmbH & Co. KG,53.524075,8.07663
Autohaus Bock GmbH & Co. KG,49.201783,12.279305
L + K Hackelbörger GmbH,51.788945,8.03038
Autohaus Stahmer GmbH,49.382305,11.345445
H. Freese GmbH & Co. KG,53.256764786636,7.9355886889395
Autohaus Pröschel GmbH,49.60137,10.62601
BMW AG Niederlassung Nürnberg Filiale Fischbach,49.426961364868,11.142941592347
Autohaus Erwin Schmidt GmbH & Co. KG,51.5616758,8.1054627999999
BMW AG Niederlassung Nürnberg,49.447177695409,11.046091153851
Autohaus Köhler GmbH,49.95596,9.77884
Rene Partl GmbH,49.29868,11.47411
Procar Automobile Münsterland GmbH,51.76968,7.929835
Auto-Hübner GmbH & Co. KG,49.070543491113,12.889944828438
Autohaus Bilia GmbH & Co. KG,50.407049916815,9.0116682228939
AH Rhein Würzburg Zw.-Nl. der AH Heermann u. Rhein GmbH,49.793531,9.99831
Autohaus Fuchs Inh. Jürgen Fuchs e. K.,50.00272,9.58467
Autohaus Wahl Mittelhessen GmbH & Co. KG,50.8151149,8.5323023999999
Autohaus Günther GmbH,50.2084,9.23318
Autohaus Stoffers GmbH,53.579559976037,7.9049661035195
Autohaus Bilia GmbH & Co. KG,50.284932593514,9.1089140748116
Tief-Dörfler Automotive GmbH,49.686775,10.144726
Autohaus Kaltenbach GmbH,51.42154,8.0364
Autohaus Walkenhorst Ibbenbüren GmbH,52.26014,7.71347
Autohaus Erwin Schmidt GmbH & Co. KG,51.677304938494,7.851427050651
Autohaus Klee GmbH & Co. KG,50.423656881044,8.8544663676377
ASW Wahl GmbH & Co. KG,50.585748695633,8.6497407196281
Raudzus & Bossen GmbH & Co. KG,54.783103992139,8.8526235455813
Autohaus Lange GmbH & Co. KG,51.3330625,8.0013975
Cloppenburg GmbH,49.497414315628,10.408686228187
Autohaus Waldmüller GmbH & Co. KG,49.24674,11.11795
Günter Reuter GmbH,49.829414837807,9.6185641466922
Autohaus Horst Greiwing KG,52.00915,7.61495
Autohaus Kaltenbach GmbH & Co. KG,51.108436,8.073369
Procar Automobile Münsterland GmbH,52.144711351241,7.5633164150447
Autohaus Praller GmbH,49.037581276984,11.904025786559
Autohaus Hofmann GmbH,49.005035,12.06447
Autohaus Hofmann GmbH,48.987378,12.152917
Autohaus Bilia GmbH & Co. KG,50.440206,8.667322
Auto Neumeier & Seidl GmbH,48.96986,12.17125
Procar Automobile GmbH,51.4514,7.78824
Alfred Wahl GmbH & Co. KG,50.768071,8.291257
Hermann Arnold GmbH,50.00615,9.2215
ASW Wahl GmbH & Co. KG,50.56905,8.48424
Procar Automobile Münsterland GmbH,51.9249696303,7.5693688727846
Autohaus Bilia GmbH & Co. KG,50.31703,8.756
Hermann Arnold GmbH,50.0956056,9.0464738
Auto Deters Rheine GmbH,52.302569016139,7.4506011607662
Autohaus Erwin Schmidt GmbH & Co. KG,51.669538920151,7.633400947778
Autohaus Richard Hable e.K.,48.851369373571,13.393705445816
Vögl GmbH & Co. Am Ring KG,48.88177,12.60716
Helming & Sohn GmbH,53.08331614261,7.4317590196179
Procar Automobile GmbH,51.541244107504,7.6659817545523
Autohaus Tekken Leer GmbH & Co. KG,53.24142,7.45987
Autohaus Tekken Aurich GmbH & Co. KG,53.44181,7.514745
Kaltenbach Automobile GmbH,51.2615,7.7859
Max Salmannsberger GmbH,48.821477,12.952087
Procar Automobile GmbH,51.386794,7.705144
Cloppenburg GmbH,49.2594,10.612785
Autohaus Cyran GmbH,52.10459,7.40557
Autohaus Winter GmbH & Co.KG,50.064545,8.970535
Hermann Arnold GmbH,49.959035,9.123935
Krah + Enders GmbH & Co. KG,50.129348,8.870687
Autohaus Manfred Maurer GmbH,50.51249,8.39481
Alfred Wahl GmbH & Co. KG,50.89296,8.02808
Helming & Sohn GmbH,52.50688,7.32057
Rhein Rothenburg Zw.-Nl. der Heermann und Rhein GmbH,49.375157,10.234285
Autohaus Schmauser GmbH,49.6357,9.64861
Autohaus Winter GmbH & Co.KG,50.11767,8.85198
Helming & Sohn GmbH,52.703222894589,7.2921071834913
Autohaus Erwin Schmidt GmbH & Co. KG,51.61976,7.52461
Autohaus Karl Jungmayer GmbH,48.82998,12.40114
Auto Reichold GmbH & Co. KG,50.18729,8.73345
Procar Automobile Münsterland GmbH,51.7677,7.42415
Autohaus Rump GmbH,51.92731,7.36317
B&K GmbH & Co. KG,50.21068872222,8.6568402669768
Heinrich Weiß GmbH & Co. KG,48.763004306258,12.814453262497
Autohaus Rhein Würzburg Zw.-Nl. der AH Heermann u. Rhein GmbH,49.538461,9.740525
Kaltenbach Automobile GmbH & Co. KG,51.000537,7.838477
Autohaus Eichhorn Automotive GmbH,49.850405,9.15297
Autohaus Feil GmbH,49.1286,10.74679
BMW AG Niederlassung Offenbach,50.09015,8.77141
Autohaus Bilia GmbH & Co. KG,50.482025,8.28583
Autohaus Kornexl & Lenz GmbH,48.723202377755,13.614873507594
Autohaus Euler GmbH,50.147588,8.680653
BMW AG Niederlassung Frankfurt,50.115169735802,8.7228646427841
Procar Automobile GmbH,51.367587,7.548852
BMW AG Niederlassung Dortmund,51.484675865748,7.4715609535321
Autohaus Kaltenbach GmbH & Co. KG,51.21131,7.61604
Karl Feil GmbH,49.015430354135,10.957467522205
AKG Automobile GmbH,51.0964,7.67271
Autohaus Hofmann GmbH,48.808024101218,11.878379867591
AHAG Dülmen GmbH,51.822705,7.26876
Autohaus Winter GmbH & Co.KG,49.965496408232,8.8240271286413
Autohaus Eichhorn Automotive GmbH,49.705632549725,9.2285951
B&K GmbH & Co. KG,50.174945466105,8.522322465638
Autohaus Tekken Emden GmbH & Co. KG,53.35584,7.19522
Alfred Wahl GmbH & Co. KG,50.799667085452,7.8580882692535
BMW AG Niederlassung Frankfurt,50.033345,8.70154
Helming & Sohn GmbH,52.44085,7.08847
Team Pilz GmbH,49.903359,8.859268
Autohaus Tekken GmbH,53.58518,7.22317
Schmid Service GmbH,48.629724,13.640681
Autohaus Euler GmbH,50.10755,8.542
Automobile Hakvoort GmbH,50.645564944406,7.9411065194405
AHAG Coesfeld GmbH,51.932432,7.149788
Procar Automobile GmbH,51.552333,7.295737
Autohaus Cyran GmbH,52.20101,7.07018
Auto-Zentrum Bernhard Ernst GmbH & Co. KG,51.450735,7.325645
Engelmeier GmbH & Co.KG,51.73566,7.187801
Vögl GmbH & Co. Automobilvertriebs KG,48.64591,12.485565
BMW AG Service Zentrum,48.64485,12.4842
Team Pilz GmbH,49.7514,9.00139
Auto Grimm GmbH,49.116469263988,10.306778734898
Auto-Müller GmbH,49.51869,9.36084
Autohaus Euler Hofheim GmbH,50.09094,8.45925
Auto Wüst GmbH,50.551335,7.93384
Autohaus Bilia GmbH & Co. KG,50.408235,8.07358
Vogelsang Automobile GmbH & Co. KG,51.6022033,7.1788893
Procar Automobile GmbH,51.531214,7.203534
Auto-Leebmann GmbH,48.554506446212,13.417302520927
Wilhelm Boomers GmbH & Co. KG,52.07379,6.99737
Autohaus Bilia GmbH & Co. KG,50.214897,8.25415
Autohaus Hofmann GmbH,48.74818,11.46359
Autohaus Amelung GmbH,50.869005,7.599685
Autohaus Kaltenbach GmbH & Co. KG,50.9687,7.5216
AHAG Bochum GmbH,51.486962,7.193298
BMW AG Niederlassung Darmstadt,49.888421852377,8.6590493592223
Procar Automobile GmbH,51.318302,7.275492
Autohaus Schneider GmbH & Co. KG,51.29404,7.28867
Auto-Müller GmbH,49.66761,8.99377
AHAG Automobil-Handelsges. Egon Gladen GmbH & Co. KG,51.64424,7.10158
AHAG Bochum GmbH,51.445417,7.194586
Autohaus Walter Mulfinger GmbH,49.142483,10.048789
Autohaus Gubin GmbH,51.48023,7.17014
Autohaus Walter Mulfinger GmbH,49.295984399631,9.6637787167795
Autohaus Kaltenbach GmbH & Co. KG,51.12546724913,7.3605146764777
Autohaus Hannemann GmbH,49.255363,9.67961
Autohaus Karl + Co. GmbH & Co. KG,49.9762,8.4293
AHAG Automobil-Handelsges. Egon Gladen GmbH & Co. KG,51.574416666847,7.0577970000541
Hubauer GmbH,48.563785163382,12.137516619962
Autohaus Schweitzer GmbH,48.72793,11.20047
Automobile Hakvoort GmbH,50.68986,7.62169
Autohaus Kaltenbach GmbH & Co. KG,51.17755,7.25466
Heiko Emde GmbH,51.280481,7.169089
Autohaus Weissenfels GmbH,50.43853,7.83235
AHAG Dorsten GmbH & Co. KG,51.651505,6.978585
Autohaus Reith GmbH & Co. KG,48.61009,11.62209
Ernst & Lappe GmbH,51.4291017,7.0541326999999
Jungeblut GmbH & Co. KG,51.848968588286,6.8573502345672
Kaltenbach Automobile GmbH & Co. KG,50.964995,7.32382
Procar Automobile GmbH,51.252602,7.131634
Autohaus Karl + Co. GmbH & Co. KG,50.04273,8.22134
Hakvoort GmbH,50.77202,7.46252
BMW AG Niederlassung Essen,51.474423,7.001536
Autohaus Karl + Co. GmbH & Co. KG,49.97182,8.28149
Auto Grimm GmbH & Co. KG,48.85609,10.47964
Autohaus Kimbeck GmbH,48.41833,12.94029
Auto-Leebmann GmbH,48.40655,13.30346
Autohaus Fritz & Sickau GmbH,48.9567,10.175475
Vogel Autohäuser GmbH & Co. KG Standort Zwingenberg,49.723139242718,8.602254902915
Procar Automobile GmbH,51.348366,7.025135
Felix Automobile GmbH,51.533036,6.930501
Autohaus Thaler KG,48.452519669955,12.339580472946
Autohaus Kaltenbach GmbH & Co. KG,51.10693,7.16537
Autohaus Walter Mulfinger GmbH,48.872234,10.345945
Autohaus Grötzinger GmbH,49.203119100373,9.4880593079292
Autohaus Walter Mulfinger GmbH,49.10336,9.6959
Götze & Gellermann GmbH,51.43657,6.93163
Autohaus Kimbeck GmbH,48.388217,12.761736
Autohaus Hofmann GmbH,48.544674110389,11.513041303571
Procar Automobile GmbH,51.185411874455,7.0549492551676
Autohaus Kruft GmbH,51.50002,6.867195
Autohaus Krauth GmbH & Co. KG,49.329487186767,9.1083116103156
Autohaus Muhra GmbH,51.51692,6.81976
Autohaus Langer GmbH & Co. KG,48.6611,10.82687
Hans Brandenburg GmbH,51.25461,6.9516
Autohaus Josef Bauer GmbH,48.359951244462,12.501892752117
Autohaus Pielmeier GmbH & Co. Vertriebs KG,48.548025899983,11.257189747295
Autohaus Kaltenbach GmbH,50.984295,7.111325
Philipp Automobile GmbH,51.43399,6.838405
Martin Jacoby GmbH & Co. KG,51.16749,6.983669
Peter Nick GmbH,49.555471034502,8.6562437533287
Cloppenburg GmbH,49.559022,8.65007
Automobile Hakvoort GmbH,50.802199238713,7.2179710012162
Riedel Automobile GmbH,51.569038,6.730328
Boomers GmbH & Co. KG,51.827240535824,6.6285583316947
Proauto GmbH,51.119563,6.970069
HANKO Kraftfahrzeughandel GmbH,50.35938,7.58809
Hans Brandenburg GmbH,51.16585,6.922435
Hakvoort GmbH,50.792180000354,7.1782245442942
HANKO Kraftfahrzeughandel GmbH,50.435285,7.48438
Spaett GmbH & Co. KG,48.400136,11.771325
Overdreef GmbH,51.45981,6.75065
Procar Automobile GmbH,51.045652,6.985726
Auto Katzenbogen GmbH,48.559288,10.968942
Cloppenburg GmbH,51.41126,6.758196
Fett & Wirtz Automobile GmbH & Co. KG,51.67244,6.63448
Wiemer Automobile GmbH,50.897845,7.066055
Hans Brandenburg GmbH,51.132975,6.90649
Autohaus Norbert Moser,48.258002633864,13.000633886476
Procar Automobile GmbH & Co. KG,50.97621,7.00439
Autohaus Walter Mulfinger GmbH,48.82165,10.05396
Autohaus Heermann und Rhein GmbH,49.237401,9.086796
BMW AG Niederlassung Düsseldorf Filiale Rath,51.273856702329,6.8090847717576
Autohaus Knopf GmbH & Co. KG,49.466316467417,8.6634234757243
BMW AG Niederlassung Düsseldorf,51.23436,6.81856
Cloppenburg GmbH,49.655072,8.355628
Autohaus Heermann und Rhein GmbH,49.152636,9.222534
Automobile Hakvoort GmbH,50.698435,7.175375
Autohaus Vogl e. K.,48.25532,12.543222
BMW AG Niederlassung München Airportservice,48.348264,11.746
Autohaus Wallenwein GmbH,49.95142,7.90758
AH Stadel Zweig-NL der AH Heermann und Rhein GmbH,49.12715,9.22373
Procar Automobile GmbH & Co. KG,50.97683,6.92171
Spaett GmbH & Co. KG,48.311841133406,11.889339137798
Autohaus Langlinderer e. K.,48.22501,12.65824
Autohaus Krauth GmbH & Co. KG,49.319852326053,8.8146511858812
Auto Weiss GmbH & Co. KG,48.444963841007,11.138810179625
BMW AG Niederlassung Bonn,50.741311760628,7.0793241543478
Procar Automobile GmbH & Co. KG,50.903755,6.95588
Autohaus Langer GmbH & Co. KG,48.55459,10.69565
